code;label-fr_BE;label-en_US;label-nl_BE;allowed_extensions;available_locales;date_max;date_min;decimals_allowed;default_metric_unit;group;localizable;max_characters;max_file_size;metric_family;minimum_input_length;negative_allowed;number_max;number_min;reference_data_name;scopable;sort_order;type;unique;useable_as_grid_filter;validation_regexp;validation_rule;wysiwyg_enabled
sku;Code unique;SKU;Unieke code;;;;;0;;general;0;;;;0;0;;;;0;0;pim_catalog_identifier;1;1;;;0
image_1;Image 1;;Hoofdafbeelding;;;;;0;;assets;0;;;;0;0;;;;0;0;pim_catalog_text;0;0;;url;0
image_2;Image 2;;Afbeelding 2;;;;;0;;assets;0;;;;0;0;;;;0;0;pim_catalog_text;0;0;;url;0
image_3;Image 3;;Afbeelding 3;;;;;0;;assets;0;;;;0;0;;;;0;0;pim_catalog_text;0;0;;url;0
bim;BIM;;BIM;;;;;0;;assets;0;;;;0;0;;;;0;0;pim_catalog_text;0;0;;url;0
max_width;Largeur maximale(mm);;Maximale breedte (mm);;;;;0;;measurements;0;;;;0;0;;;;0;40;pim_catalog_number;0;0;;;0
max_height;Hauteur maximale (mm);;Maximale hoogte (mm);;;;;0;;measurements;0;;;;0;0;;;;0;42;pim_catalog_number;0;0;;;0
max_area;Surface maximale (m2);;Maximale oppervlakte (m²);;;;;1;;measurements;0;;;;0;0;;;;0;43;pim_catalog_number;0;0;;;0
description;Description;;Omschrijving;;;;;0;;marketing;1;;;;0;0;;;;0;15;pim_catalog_textarea;0;0;;;0
fixed;Fixe;;Vast;;;;;0;;general;0;;;;0;0;;;;0;92;pim_catalog_boolean;0;0;;;0
dynamic;Dynamique;;Dynamisch;;;;;0;;general;0;;;;0;0;;;;0;93;pim_catalog_boolean;0;0;;;0
height_case;Hauteur du caisson(mm);;Hoogte kast (mm);;;;;0;;measurements;0;;;;0;0;;;;0;0;pim_catalog_number;0;0;;;0
depth_case;Profondeur du caisson(mm);;Diepte kast (mm);;;;;0;;measurements;0;;;;0;0;;;;0;21;pim_catalog_number;0;0;;;0
min_width;Largeur minimale (mm);;Minimum breedte (mm);;;;;0;;measurements;0;;;;0;0;;;;0;39;pim_catalog_number;0;0;;;0
min_height;Hauteur minimale (mm);;Minimum hoogte (mm);;;;;0;;measurements;0;;;;0;0;;;;0;41;pim_catalog_number;0;0;;;0
wind_resistance;Résistance au vent garantie en position fermée (km/h);;Gegarandeerde windweerstand in gesloten stand (Km/h);;;;;0;;technical_properties;0;;;;0;0;;;;0;56;pim_catalog_number;0;0;;;0
ce_certified;Certifié CE;;CE-gekeurd;;;;;0;;technical_properties;0;;;;0;0;;;;0;54;pim_catalog_boolean;0;0;;;0
screen_b92;Toile occultante en polyester B92;;Doek blackout polyester B92;;;;;0;;screen;0;;;;0;0;;;;0;10;pim_catalog_boolean;0;0;;;0
screen_fiberglass;Toile en fibre de verre;;Glasvezeldoek;;;;;0;;screen;0;;;;0;0;;;;0;0;pim_catalog_boolean;0;0;;;0
screen_isr;Toile moustiquaire ISR;;Insectenscreen ISR;;;;;0;;screen;0;;;;0;0;;;;0;8;pim_catalog_boolean;0;0;;;0
screen_cristal;Toile avec fenêtre Crystal;;Glasvezeldoek met crystalvenster;;;;;0;;screen;0;;;;0;0;;;;0;1;pim_catalog_boolean;0;0;;;0
screen_polyester;Toile polyester Rensonscreen;;Polyesterdoek Rensonscreen;;;;;0;;screen;0;;;;0;0;;;;0;3;pim_catalog_boolean;0;0;;;0
screen_waterproof;Toile polyester Rensonscreen Waterproof;;Polyesterdoek Rensonscreen Waterproof;;;;;0;;screen;0;;;;0;0;;;;0;4;pim_catalog_boolean;0;0;;;0
installation;Installation;;Installatie;;;;;0;;marketing;1;;;;0;0;;;;0;44;pim_catalog_textarea;0;0;;;0
window_type;Type de fenêtre;;Type raam;;;;;0;;general;0;;;;0;0;;;;0;81;pim_catalog_multiselect;0;0;;;0
type_building;Type de bâtiment;;Type gebouw;;;;;0;;general;0;;;;0;0;;;;0;19;pim_catalog_multiselect;0;0;;;0
screen_type;Type de protection solaire;;Type zonwering;;;;;0;;general;0;;;;0;0;;;;0;21;pim_catalog_simpleselect;0;0;;;0
extra_features;Caractéristiques complémentaires;;Extra kenmerken;;;;;0;;general;0;;;;0;0;;;;0;84;pim_catalog_multiselect;0;0;;;0
install;Situation de montage;;Montagesituatie;;;;;0;;general;0;;;;0;0;;;;0;85;pim_catalog_multiselect;0;0;;;0
control;Commande;;Bediening;;;;;0;;control;0;;;;0;0;;;;0;1;pim_catalog_multiselect;0;0;;;0
joinable;Couplable;;Koppelbaar;;;;;0;;measurements;0;;;;0;0;;;;0;53;pim_catalog_boolean;0;0;;;0
wind_resistance_class_EN13561;Classe de résistance au vent EN13561;;Windklasse EN13561;;;;;0;;technical_properties;0;;;;0;0;;;;0;55;pim_catalog_simpleselect;0;0;;;0
max_width_joined;Largeur maximale - couplé (mm);;Maximale breedte gekoppeld (mm);;;;;0;;measurements;0;;;;0;0;;;;0;44;pim_catalog_number;0;0;;;0
max_height_joined;Hauteur maximale - couplé (mm);;Maximale hoogte gekoppeld (mm);;;;;0;;measurements;0;;;;0;0;;;;0;48;pim_catalog_number;0;0;;;0
max_area_joined;Surface maximale - couplé (m2);;Maximale oppervlakte gekoppeld (m²);;;;;1;;measurements;0;;;;0;0;;;;0;47;pim_catalog_number;0;0;;;0
height_mounting_brackets;hauteur des équerres (mm);;Hoogte beugels (mm);;;;;0;;measurements;0;;;;0;0;;;;0;31;pim_catalog_number;0;0;;;0
height;Hauteur (mm);;Hoogte (mm);;;;;0;;measurements;0;;;;0;0;;;;0;32;pim_catalog_number;0;0;;;0
width;Largeur (mm);;Breedte (mm);;;;;0;;measurements;0;;;;0;0;;;;0;33;pim_catalog_number;0;0;;;0
depth;Profondeur (mm);;Diepte (mm);;;;;0;;measurements;0;;;;0;0;;;;0;34;pim_catalog_number;0;0;;;0
total_measurement;Dimension totale (mm);;Totaalmaat (mm);;;;;0;;measurements;0;;;;0;0;;;;0;35;pim_catalog_number;0;0;;;0
overall_size;Dimension hors tout (mm);;Overmeten maat (mm);;;;;0;;measurements;0;;;;0;0;;;;0;36;pim_catalog_number;0;0;;;0
pollux_filter;Filtre Pollux;;Pollux filter;;;;;0;;technical_properties;0;;;;0;0;;;;0;1;pim_catalog_boolean;0;0;;;0
cubic_flow;Débit (m3/h);;Debiet (m³/h);;;;;0;;technical_properties;0;;;;0;0;;;;0;2;pim_catalog_number;0;0;;;0
vent_installation;Installation de la ventilation;;Installatie ventilatie;;;;;0;;technical_properties;0;;;;0;0;;;;0;3;pim_catalog_multiselect;0;0;;;0
type_window_ventilation;Type d'aérateur;;Type raamverluchting;;;;;0;;technical_properties;0;;;;0;0;;;;0;4;pim_catalog_multiselect;0;1;;;0
vent_acoustic_roof;Aérateur acoustique en toiture;;Akoustische verluchtingen voor het dak;;;;;0;;technical_properties;0;;;;0;0;;;;0;5;pim_catalog_boolean;0;0;;;0
vent_acoustic_window;Aérateur acoustique pour châssis;;Akoestische raamverluchtingen;;;;;0;;technical_properties;0;;;;0;0;;;;0;6;pim_catalog_boolean;0;0;;;0
vent_slotvent;Aérateur à  coulisse;;Schuifverluchting;;;;;0;;technical_properties;0;;;;0;0;;;;0;7;pim_catalog_boolean;0;0;;;0
vent_roller_shutter;Aérateur pour caisson de volet roulant;;Ventilatierooster voor rolluikkast;;;;;0;;technical_properties;0;;;;0;0;;;;0;8;pim_catalog_boolean;0;0;;;0
vent_dimensioning;Dimensionnement;;Dimensionering;;;;;0;;technical_properties;0;;;;0;0;;;;0;9;pim_catalog_multiselect;0;0;;;0
self_regulating;autoréglable;;Zelfregelend;;;;;0;;control;0;;;;0;0;;;;0;0;pim_catalog_boolean;0;0;;;0
color;Couleurs;;Kleuren;;;;;0;;general;0;;;;0;0;;;;0;86;pim_catalog_multiselect;0;0;;;0
thermal_interruption;Rupture de pont thermique;;Thermische onderbreking;;;;;0;;technical_properties;0;;;;0;0;;;;0;10;pim_catalog_boolean;0;0;;;0
insect_repellent;pare-insectes;;Insectenwerend;;;;;0;;general;0;;;;0;0;;;;0;87;pim_catalog_boolean;0;0;;;0
burglar_repellent;Anti-effraction;;Inbraakwerend;;;;;0;;general;0;;;;0;0;;;;0;88;pim_catalog_boolean;0;0;;;0
epb;PEB;;EPB;;;;;0;;general;0;;;;0;0;;;;0;89;pim_catalog_boolean;0;0;;;0
vent_waterproof_open;Etanchéité à  l'eau en position ouverte;;Waterdichtheid in open stand;;;;;1;;technical_properties;0;;;;0;0;;;;0;11;pim_catalog_number;0;0;;;0
system;Système;;Systeem;;;;;0;;general;0;;;;0;0;;;;0;82;pim_catalog_multiselect;0;1;;;0
u_value;Valeur U;;U-waarde;;;;;1;;technical_properties;0;;;;0;0;;;;0;12;pim_catalog_number;0;0;;;0
step_control;Réglage des positions;;Standenregeling;;;;;0;;general;0;;;;0;0;;;;0;90;pim_catalog_multiselect;0;0;;;0
components_ventilation;Composants de la ventilation;;Ventilatiecomponenten;;;;;0;;general;0;;;;0;0;;;;0;91;pim_catalog_multiselect;0;0;;;0
type_concept;Type de concept;;Type concept;;;;;0;;general;0;;;;0;0;;;;0;20;pim_catalog_multiselect;0;0;;;0
finishing_profile;Profil de finition;;Afwerkingsprofiel;;;;;0;;technical_properties;0;;;;0;0;;;;0;13;pim_catalog_boolean;0;0;;;0
outside_cover;Capot extérieur;;Buitenkap;;;;;0;;technical_properties;0;;;;0;0;;;;0;14;pim_catalog_boolean;0;0;;;0
flow_limiter;Limitateur de débit;;Debietbeperker;;;;;0;;technical_properties;0;;;;0;0;;;;0;15;pim_catalog_boolean;0;0;;;0
vent_material;Matériau de la ventilation;;Materiaal ventilatie;;;;;0;;general;0;;;;0;0;;;;0;83;pim_catalog_multiselect;0;0;;;0
i_flux_technology;Technologie i-Flux;;i-Flux technologie;;;;;0;;general;0;;;;0;0;;;;0;74;pim_catalog_boolean;0;0;;;0
type_ventilation;Type de ventilation;;Soort ventilatie;;;;;0;;general;0;;;;0;0;;;;0;75;pim_catalog_simpleselect;0;1;;;0
system_control;Système centralisé ou décentralisé;;Centraal of decentraal systeem;;;;;0;;general;0;;;;0;0;;;;0;76;pim_catalog_simpleselect;0;0;;;0
vent_extra_features;Caractéristiques complémentaires de la ventilation;;Extra eigenschappen ventilatie;;;;;0;;general;0;;;;0;0;;;;0;77;pim_catalog_multiselect;0;0;;;0
self_regulation_class;Classe d'autorégulation;;Zelfregelendheidsklasse;;;;;0;;general;0;;;;0;0;;;;0;78;pim_catalog_multiselect;0;0;;;0
sound_insulation_open;Affaiblissement acoustique en position ouverte;;Geluidsdemping in open stand;;;;;1;;technical_properties;0;;;;0;0;;;;0;16;pim_catalog_number;0;0;;;0
sound_insulation_closed;Affaiblissement acoustique en position fermée;;Geluidsdemping in gesloten stand;;;;;1;;technical_properties;0;;;;0;0;;;;0;17;pim_catalog_number;0;0;;;0
sound_insulating;Affaiblissement acoustique;;Geluidsdempend;;;;;0;;technical_properties;0;;;;0;0;;;;0;18;pim_catalog_boolean;0;0;;;0
acoustic_retrofit_module;Module acoustique retrofit;;Akoestische retrofit module;;;;;0;;general;0;;;;0;0;;;;0;79;pim_catalog_boolean;0;0;;;0
glass_deduction;Déduction de vitrage (mm);;Glasaftrek (mm);;;;;0;;measurements;0;;;;0;0;;;;0;37;pim_catalog_number;0;0;;;0
glass_thickness;Epaisseur du vitrage (mm);;Glasdikte (mm);;;;;0;;measurements;0;;;;0;0;;;;0;38;pim_catalog_number;0;0;;;0
sandwich_panel;Panneau sandwich;;Sandwichpaneel;;;;;0;;general;0;;;;0;0;;;;0;80;pim_catalog_boolean;0;0;;;0
glazing_rubber;Joint pour vitrage en caoutchouc;;Beglazingsrubber;;;;;0;;technical_properties;0;;;;0;0;;;;0;19;pim_catalog_multiselect;0;0;;;0
vent_waterproof_closed;Etanchéité à  l'eau en position fermée;;Waterdichtheid in gesloten stand;;;;;1;;technical_properties;0;;;;0;0;;;;0;20;pim_catalog_number;0;0;;;0
cladding_options;Options complémentaires pour revêtement de faà§ade;;Extra opties gevelbekleding;;;;;0;;general;0;;;;0;0;;;;0;22;pim_catalog_multiselect;0;0;;;0
alignment;Alignement;;Uitlijning;;;;;0;;general;0;;;;0;0;;;;0;15;pim_catalog_multiselect;0;1;;;0
type_blind;Type de lame;;Type Lamel;;;;;0;;general;0;;;;0;0;;;;0;16;pim_catalog_multiselect;0;0;;;0
blind_shape;Forme de la lame;;Vorm lamel;;;;;0;;general;0;;;;0;0;;;;0;17;pim_catalog_multiselect;0;0;;;0
blind_width;Largeur de la lame;;Lamelbreedte;;;;;1;;measurements;0;;;;0;0;;;;0;50;pim_catalog_number;0;0;;;0
blind_height;Hauteur de la lame;;Lamelhoogte;;;;;0;;measurements;0;;;;0;0;;;;0;51;pim_catalog_text;0;0;;;0
blind_step;Pas de lame;;Lamelstap;;;;;0;;measurements;0;;;;0;0;;;;0;52;pim_catalog_text;0;0;;;0
blind_max_strain;entraxe maximal de la lame sous une charge de vent de 800 Pa;;Maximale overspanning van de lamel bij 800 Pa windlast;;;;;0;;technical_properties;0;;;;0;0;;;;0;24;pim_catalog_text;0;0;;;0
blind_material;Matériau de la lame;;Materiaal Lamel;;;;;0;;general;0;;;;0;0;;;;0;18;pim_catalog_multiselect;0;0;;;0
surface_treatment;Traitement de surface;;Oppervlaktebehandeling;;;;;0;;technical_properties;0;;;;0;0;;;;0;25;pim_catalog_multiselect;0;0;;;0
type_support;Type de porteur;;Type drager;;;;;0;;general;0;;;;0;0;;;;0;23;pim_catalog_multiselect;0;0;;;0
support_type;Type de porteur;;Type drager;;;;;0;;technical_properties;0;;;;0;0;;;;0;26;pim_catalog_multiselect;0;0;;;0
support_material;Matériau du porteur;;Materiaal drager;;;;;0;;technical_properties;0;;;;0;0;;;;0;27;pim_catalog_multiselect;0;0;;;0
support_width;Largeur du porteur;;Breedte drager;;;;;0;;technical_properties;0;;;;0;0;;;;0;28;pim_catalog_text;0;0;;;0
support_depth;Profondeur du porteur;;Diepte drager;;;;;0;;technical_properties;0;;;;0;0;;;;0;29;pim_catalog_number;0;0;;;0
support_max_strain;entraxe maximal du porteur sous une charge de vent de 800 Pa;;Maximale overspanning van de drager bij 800 Pa windlast;;;;;0;;technical_properties;0;;;;0;0;;;;0;30;pim_catalog_number;0;0;;;0
clips_type;Type de clips;;Type klips;;;;;0;;technical_properties;0;;;;0;0;;;;0;31;pim_catalog_multiselect;0;0;;;0
k_factor_suction;Facteur K, aspiration;;K-factor, aanzuig;;;;;1;;technical_properties;0;;;;0;0;;;;0;32;pim_catalog_number;0;0;;;0
k_factor_exhaust;Facteur K, extraction;;K-factor uitblaas;;;;;1;;technical_properties;0;;;;0;0;;;;0;33;pim_catalog_number;0;0;;;0
ce_coefficient;Coefficient Ce;;Ce coefficient;;;;;1;;technical_properties;0;;;;0;0;;;;0;34;pim_catalog_number;0;0;;;0
passage_visual;surface visuelle libre en %;;Visueel vrije doorlaat in %;;;;;0;;technical_properties;0;;;;0;0;;;;0;36;pim_catalog_number;0;0;;;0
passage_physical;Surface physique libre en %;;Fysische vrije doorlaat in %;;;;;1;;technical_properties;0;;;;0;0;;;;0;37;pim_catalog_number;0;0;;;0
airflow_class;Classe de passage d'air;;Luchtdoorlaat klasse;;;;;0;;technical_properties;0;;;;0;0;;;;0;38;pim_catalog_multiselect;0;0;;;0
water_resistance_class;Classe de résistance à  l'eau;;Waterwerendheidsklasse;;;;;0;;technical_properties;0;;;;0;0;;;;0;39;pim_catalog_multiselect;0;0;;;0
clips_material;Matériau du clips;;Materiaal klips;;;;;0;;technical_properties;0;;;;0;0;;;;0;40;pim_catalog_multiselect;0;0;;;0
cd_coefficient;Coefficient Cd;;Cd-coefficient;;;;;1;;technical_properties;0;;;;0;0;;;;0;35;pim_catalog_number;0;0;;;0
mechvent_control;Commande de la ventilation mécanique;;Bediening mechanische ventilatie;;;;;0;;general;0;;;;0;0;;;;0;24;pim_catalog_multiselect;0;0;;;0
mechvent_combine;Combinable avec;;Combineerbaar met;;;;;0;;general;0;;;;0;0;;;;0;25;pim_catalog_multiselect;0;0;;;0
leaflet;Feuillet;;Leaflet;;;;;0;;assets;1;;;;0;0;;;;0;0;pim_catalog_text;0;0;;;0
length;Longueur (mm);;Lengte (mm);;;;;0;;measurements;0;;;;0;0;;;;0;22;pim_catalog_number;0;0;;;0
diameter_flow;Diamètre du passage;;Diameter doorvoer;;;;;0;;technical_properties;0;;;;0;0;;;;0;41;pim_catalog_number;0;0;;;0
max_decrease_epeil;Diminution maximale de points E;;Maximale daling E-peil punten;;;;;0;;general;0;;;;0;0;;;;0;26;pim_catalog_number;0;0;;;0
mechvent_reduction_factor;Facteur de réduction;;Reductiefactor;;;;;0;;technical_properties;0;;;;0;0;;;;0;42;pim_catalog_multiselect;0;0;;;0
mechvent_measurement_airquality;Mesure de la qualité de l'air;;Meting luchtkwaliteit;;;;;0;;general;0;;;;0;0;;;;0;27;pim_catalog_multiselect;0;0;;;0
flow_regulation;Economie de chaleur;;Warmtebesparing;;;;;0;;technical_properties;0;;;;0;0;;;;0;43;pim_catalog_boolean;0;0;;;0
app;App;;App;;;;;0;;general;0;;;;0;0;;;;0;28;pim_catalog_boolean;0;0;;;0
external_sensors;Détecteurs externes de la qualité de l'air;;Sensoren detectie luchtkwaliteit;;;;;0;;general;0;;;;0;0;;;;0;29;pim_catalog_multiselect;0;0;;;0
heat_recuperation;Récupération de chaleur;;Warmterecuperatie;;;;;0;;general;0;;;;0;0;;;;0;30;pim_catalog_boolean;0;0;;;0
demand_driven;Commande à  la demande (modulée);;Vraagsturing;;;;;0;;general;0;;;;0;0;;;;0;31;pim_catalog_boolean;0;0;;;0
test_report_2;Rapport de test 2;;Test rapport 2;;;;;0;;assets;1;;;;0;0;;;;0;0;pim_catalog_text;0;0;;url;0
packaging;Emballage;;Verpakking;;;;;0;;general;1;;;;0;0;;;;0;32;pim_catalog_text;0;0;;;0
drainage_dry_rooms;Evacuation des pièces sèches avec SmartZone;;Afvoer droge ruimtes a.d.h.v. Smartzone;;;;;0;;general;0;;;;0;0;;;;0;33;pim_catalog_boolean;0;0;;;0
rooms_to_vent;Nombre maximal de pièces à  ventiler;;Maximum aantal ventileerbare ruimtes;;;;;0;;general;0;;;;0;0;;;;0;34;pim_catalog_number;0;0;;;0
integrated_ventilator;Ventilateur intégré;;Aantal geïntegreerde ventilatoren;;;;;0;;technical_properties;0;;;;0;0;;;;0;44;pim_catalog_multiselect;0;0;;;0
spare_parts;pièces détachées;;2 geïntegreerde ventilatoren;;;;;0;;technical_properties;0;;;;0;0;;;;0;45;pim_catalog_boolean;0;0;;;0
breeze_function;Fonction Breeze;;Breeze functie;;;;;0;;general;0;;;;0;0;;;;0;35;pim_catalog_boolean;0;0;;;0
domotics;Domotique;;Domotica;;;;;0;;general;0;;;;0;0;;;;0;36;pim_catalog_multiselect;0;0;;;0
smarthome;Intégration dans une Smart home;;Integratie met Smart home;;;;;0;;general;0;;;;0;0;;;;0;37;pim_catalog_multiselect;0;0;;;0
mechvent_feed;Amenée;;Toevoer;;;;;0;;general;0;;;;0;0;;;;0;38;pim_catalog_multiselect;0;0;;;0
diameter;Diamètre;;Diameter;;;;;0;;measurements;0;;;;0;0;;;;0;23;pim_catalog_number;0;0;;;0
cubic_flow_max;Débit maximum;;Maximum debiet;;;;;0;;technical_properties;0;;;;0;0;;;;0;46;pim_catalog_number;0;0;;;0
install_options;Possibilités d'installation;;Bevestigingsmogelijkheid;;;;;0;;general;0;;;;0;0;;;;0;40;pim_catalog_multiselect;0;0;;;0
airtight_class;Classe d'étanchéité à  l'air;;Luchtdichtheidsklasse;;;;;0;;technical_properties;0;;;;0;0;;;;0;47;pim_catalog_multiselect;0;0;;;0
pressure_drop;Perte de charge;;Drukval;;;;;0;;assets;0;;;;0;0;;;;0;0;pim_catalog_text;0;0;;;0
design;Design;;Design;;;;;0;;general;0;;;;0;0;;;;0;41;pim_catalog_multiselect;0;0;;;0
net_type;Type de moustiquaire;;Gaas type;;;;;0;;general;0;;;;0;0;;;;0;42;pim_catalog_multiselect;0;0;;;0
acoustic_insulation;Affaiblissement acoustique;;Akoestische demping;;;;;0;;general;0;;;;0;0;;;;0;43;pim_catalog_number;0;0;;;0
diy_type_vent;Type de grille DIY;;Type DIY Rooster;;;;;0;;general;0;;;;0;0;;;;0;44;pim_catalog_multiselect;0;1;;;0
diy_application;Application DIY;;Toepassing DIY;;;;;0;;general;0;;;;0;0;;;;0;45;pim_catalog_multiselect;0;1;;;0
diy_shape;Forme DIY;;Vorm DIY;;;;;0;;general;0;;;;0;0;;;;0;46;pim_catalog_multiselect;0;0;;;0
diy_material;Matériau DIY;;Materiaal DIY;;;;;0;;general;0;;;;0;0;;;;0;47;pim_catalog_multiselect;0;1;;;0
diy_control;Commande DIY;;Bediening DIY;;;;;0;;general;0;;;;0;0;;;;0;48;pim_catalog_multiselect;0;0;;;0
ordercode;Code article;;Bestelcode;;;;;0;;general;0;;;;0;0;;;;0;49;pim_catalog_text;0;0;;;0
flow_2pa;Débit sous 2 Pa;;Debiet bij 2Pa;;;;;0;;technical_properties;0;;;;0;0;;;;0;49;pim_catalog_number;0;0;;;0
ean_code;code EAN;;EAN Code;;;;;1;;general;0;;;;0;0;;;;0;14;pim_catalog_number;0;0;;;0
sound_level;Niveau sonore en dB;;Geluidsniveau in dB;;;;;0;;technical_properties;0;;;;0;0;;;;0;50;pim_catalog_number;0;0;;;0
electricity_consumption;Consommation électrique en Watt;;Stroomverbruik in Watt;;;;;0;;technical_properties;0;;;;0;0;;;;0;51;pim_catalog_number;0;0;;;0
sunprotection_application;Application de protection solaire;;Toepassing zonwering;;;;;0;;general;0;;;;0;0;;;;0;50;pim_catalog_simpleselect;0;1;;;0
sunprotection_design;Design de la protection solaire;;Design kast;;;;;0;;general;0;;;;0;0;;;;0;51;pim_catalog_multiselect;0;0;;;0
min_width_engine_inc;Largeur minimale (mm) partie avec moteur;;Minimum breedte deel met motor (mm);;;;;0;;measurements;0;;;;0;0;;;;0;24;pim_catalog_number;0;0;;;0
min_width_engine_excl;Largeur minimale (mm) partie sans moteur;;Minimum breedte deel zonder motor (mm);;;;;0;;measurements;0;;;;0;0;;;;0;25;pim_catalog_number;0;0;;;0
max_width_left;Largeur maximale gauche (mm);;Maximale breedte links (mm);;;;;0;;measurements;0;;;;0;0;;;;0;45;pim_catalog_number;0;0;;;0
max_width_right;Largeur maximale droite (mm);;Maximale breedte rechts (mm);;;;;0;;measurements;0;;;;0;0;;;;0;46;pim_catalog_number;0;0;;;0
min_protrusion;Avancée minimale (mm);;Minimum uitval (mm);;;;;0;;measurements;0;;;;0;0;;;;0;26;pim_catalog_number;0;0;;;0
max_protrusion;Avancée maximale (mm);;Maximale uitval (mm);;;;;0;;measurements;0;;;;0;0;;;;0;27;pim_catalog_number;0;0;;;0
screen_polyester_soltis;Toile polyester Soltis;;Polyesterdoek Soltis;;;;;0;;screen;0;;;;0;0;;;;0;2;pim_catalog_boolean;0;0;;;0
controls_sunprotection;Options de commande - protection solaire;;Bedieningsopties zonwering;;;;;0;;general;0;;;;0;0;;;;0;52;pim_catalog_multiselect;0;0;;;0
screen_insect_netting_tuff;Toile moustiquaire Tuffscreen;;Insectscreen Tuffscreen;;;;;0;;screen;0;;;;0;0;;;;0;9;pim_catalog_boolean;0;0;;;0
screen_rensonscreen_dark;Toile polyester occultante Rensonscreen;;Verduisterend polyesterdoek Rensonscreen;;;;;0;;screen;0;;;;0;0;;;;0;7;pim_catalog_boolean;0;0;;;0
screen_acryl;Toile acrylique;;Acryldoek;;;;;0;;screen;0;;;;0;0;;;;0;11;pim_catalog_boolean;0;0;;;0
wind_resistance_freestanding;Résistance au vent garantie en position fermée (km/h) autoportant;;Gegarandeerde windweerstend in gesloten stand (Km/h) Freestanding;;;;;0;;technical_properties;0;;;;0;0;;;;0;52;pim_catalog_number;0;1;;;0
wind_resistance_blackout;Résistance au vent garantie en position fermée (km/h) toile occultante;;Gegarandeerde windweerstand in gesloten stand (Km/h) Verduisterend doek;;;;;0;;technical_properties;0;;;;0;0;;;;0;53;pim_catalog_number;0;0;;;0
education_mandatory;Formation au montage obligatoire;;Montage opleiding verplicht;;;;;0;;general;0;;;;0;0;;;;0;53;pim_catalog_boolean;0;0;;;0
certificate_warranty;Certificat de garantie;;Garantiecertificaat;;;;;0;;general;0;;;;0;0;;;;0;54;pim_catalog_text;0;0;;;0
dop_declaration;Déclaration de performance (DOP);;DOP-verklaring;;;;;0;;general;0;;;;0;0;;;;0;55;pim_catalog_text;0;0;;;0
warranty;Garantie;;Productgarantie;;;;;0;;general;0;;;;0;0;;;;0;56;pim_catalog_number;0;0;;;0
width_case;Largeur du caisson (mm);;Breedte kast (mm);;;;;0;;measurements;0;;;;0;0;;;;0;28;pim_catalog_number;0;0;;;0
warranty_lacquer;Garantie sur le laquage;;Garantie op lakwerk;;;;;0;;general;1;;;;0;0;;;;0;57;pim_catalog_text;0;0;;;0
warranty_engines_automation;Garantie sur les moteurs et l'automatisation;;Garantie op motoren en automatisatie;;;;;0;;general;1;;;;0;0;;;;0;58;pim_catalog_text;0;0;;;0
screen_satine21154_dark;Toile fibre de verre occultante Satine 21154;;Verduisterend glasvezeldoek Satiné 21154;;;;;0;;screen;0;;;;0;0;;;;0;5;pim_catalog_boolean;0;0;;;0
screen_polyester_soltis_dark;Toile polyester occultante Soltis B92;;Verduisterend polyesterdoek Soltis B92;;;;;0;;screen;0;;;;0;0;;;;0;6;pim_catalog_boolean;0;0;;;0
